S.no,Menu,Questions,Query,Table name,Result & Answer Format,Question with Facility Code
185,Work Order,How many equipment are in OFF status or down or not operational?,"SELECT
    w.workorder_equipment_name, 
    w.workorder_equipment_code,
    workorder_id,
    w.workorder_equipment_offtime
FROM ai.workordermasterdetails w
WHERE w.workorder_equipment_offtime is not null and w.workorder_equipment_ontime is null
and w.workorder_facility_code in ('1002- PCR-CUR-R15');",workordermasterdetails,"There are 2 equipment that are currently in OFF status, down, or not operational based on the recorded equipment off time:

Equipment TCP 9391 (Code: 10047050) associated with Work Order LIM-WO058736 has been down since 22-May-2024 03:00.

Equipment TCP 9374 (Code: 10046841) associated with Work Order LIM-WO044915 has been down since 15-Feb-2024 00:49.","#User Facility#
['1002- PCR-CUR-R15']

User Query: How many equipment are in OFF status or down or not operational?"
186,Work Order,From which schedule ID was work order WO01152310 created?,"SELECT workorder_id, workorder_pm_scheduleid FROM ai.workordermasterdetails where workorder_is_createdfrom = 'sm' and workorder_id ='WO01152310' and workorder_facility_code in ('1007-SPLITAC');",workordermasterdetails,Work order WO01152310 was created from the schedule ID SM0383336.,"#User Facility#
['1007-SPLITAC']

User Query: From which schedule ID was work order WO01152310 created?"
187,Workorder Vendor,"How many work order is mapped in ""Blue Star Limited"" vendor?","SELECT COUNT(*) AS total_work_orders FROM ai.workorder_vendor left join ai.workordermasterdetails on workorder_vendor_workorder_id = workorder_id where workorder_facility_code in ('MYS-WPB-PKG','MYS-WPB-MIX') and workorder_vendor_name ilike '%BLUE STAR LIMITED%';","workordermasterdetails, workorder_vendor","There are 15 work orders mapped to the vendor ""Blue Star Limited.""","#User Facility#
['MYS-WPB-PKG','MYS-WPB-MIX']

User Query: How many work order is mapped in ""Blue Star Limited"" vendor?"
188,Work Order,"How does the workorder_equipment_code in CHINP-WO0395658 align with the workorder_category and workorder_type, and does it indicate any recurring equipment issues for that specific type?","WITH target_wo AS (
    SELECT 
        workorder_equipment_code,
        workorder_category,
        workorder_type
    FROM ai.workordermasterdetails
    WHERE workorder_id = 'CHINP-WO0395658' and workorder_facility_code in ('1011- CBU-STC-001','1011-UTIL-WTP-FRO','1011-UTIL-STM-OTH')
),
related_wos AS (
    SELECT 
        w.workorder_id,
        w.workorder_equipment_name,
        w.workorder_equipment_code,
        w.workorder_category,
        w.workorder_type,
        w.workorder_status,
        w.workorder_createdtime
    FROM ai.workordermasterdetails w
    JOIN target_wo t
      ON w.workorder_equipment_code = t.workorder_equipment_code
     AND w.workorder_category = t.workorder_category
     AND w.workorder_type = t.workorder_type
)
SELECT * 
FROM related_wos
ORDER BY workorder_createdtime DESC;",workordermasterdetails,"Recurring equipment issues same as CHINP-WO0395658 are

CHINP-WO0396541

Equipment: STEEL TEXTILE CALENDER1

Equipment Code: WCST0101

Status: Initiated

Created On: 26-Jul-2025 08:15

CHINP-WO0395658

Equipment: STEEL TEXTILE CALENDER

Equipment Code: WCST0100

Status: Initiated

Created On: 23-Jul-2025 14:21

CHINP-WO0395308

Equipment: STEEL TEXTILE CALENDER2

Equipment Code: WCST0102

Status: Completed

Created On: 22-Jul-2025 08:47

CHINP-WO0395096

Equipment: STEEL TEXTILE CALENDER1

Equipment Code: WCST0101

Status: Completed

Created On: 21-Jul-2025 18:30
","#User Facility#
['1011- CBU-STC-001', '1011-UTIL-WTP-FRO', '1011-UTIL-STM-OTH']

User Query: How does the workorder_equipment_code in CHINP-WO0395658 align with the workorder_category and workorder_type, and does it indicate any recurring equipment issues for that specific type?"
189,Work Order,How many pending RCA-mandatory work orders?,"SELECT COUNT(*) FROM ai.workordermasterdetails
WHERE workorder_has_rca_mandatory = 't' and workorder_is_rca_completed ='f'
AND workorder_facility_code in ('1011- CBU-STC-001','1011-UTIL-WTP-FRO','1011-UTIL-STM-OTH');",workordermasterdetails,15 RCA are still pending.,"#User Facility#
['1011- CBU-STC-001', '1011-UTIL-WTP-FRO', '1011-UTIL-STM-OTH']

User Query: How many pending RCA-mandatory work orders?"
190,Workorder Parts,"List the part name, part code, and quantity used in a 'CHINP-WO0395658' Work Order.","SELECT workorder_spareparts_partname, workorder_spareparts_partcode,workorder_spareparts_quantity 
FROM ai.workorder_spareparts 
JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workorder_id 
where workorder_id = 'CHINP-WO0395658' 
and workorder_facility_code in ('1011- CBU-STC-001','1011-UTIL-WTP-FRO','1011-UTIL-STM-OTH');","workordermasterdetails, workorder_spareparts","Parts Used in Work Order CHINP-WO0395658:

Part Name: 1/2 CHAIN FULL LINK, DUPLEX, DIAMOND
Part Code: 0402040001
Quantity: 2.000

Part Name: BANIYAN WASTE – COLORED
Part Code: 1311030000
Quantity: 20.000

Part Name: Inspection Sensitive Gloves
Part Code: 1801010016I
Quantity: 24.000

Part Name: CATRI, 357PI21004DN03, 183, COMERIO
Part Code: 419030004
Quantity: 3.000","#User Facility#
['1011- CBU-STC-001', '1011-UTIL-WTP-FRO', '1011-UTIL-STM-OTH']

User Query: List the part name, part code, and quantity used in a 'CHINP-WO0395658' Work Order."
191,Workorder Parts,What is the cost center of parts for work order CHINP-WO0100567?,"SELECT workorder_spareparts_partname,workorder_spareparts_costcenter FROM ai.workorder_spareparts JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workorder_id 
where COALESCE(workorder_spareparts_reservationid, '') NOT IN ('', '0') and workorder_id = 'CHINP-WO0100567' and workorder_facility_code in ('1011- CBU-STC-001');","workordermasterdetails, workorder_spareparts","The following spare parts were recorded for the given Work Order, along with their corresponding cost centers:

1st Part: Register, Why why, FR-81A-22/01/01.07.2020 – cc123

2nd Part: BALL BEARING 6304 ZZ – cc123

3rd Part: Emery Sheet 120GRT-Cloth Fine – cc124

4th Part: BANIYAN WASTE - COLORED – cc123

5th Part: WD-40 SPRAY – cc122

6th Part: Paint Marker Pen with acrylic tip, Yellow – cc124

7th Part: Paint Marker Pen with acrylic tip, Red – cc123

8th Part: Loctite 401 (20 Grams Pack) – cc123

9th Part: WD-40 SPRAY – cc123

10th Part: Inspection Sensitive Gloves – cc122

11th Part: COTTON HAND GLOVES -12 – cc123

12th Part: BANIYAN WASTE - COLORED – cc123

13th Part: BALL BEARING 6003 ZZ – cc123

14th Part: TIMING BELT, ENDLESS, HTD 864-8M-40W, CONTI – cc123

15th Part: ALLEN BOLT, M5*95 MM, DIN 912_8.8, UNBRAKO – cc123","#User Facility#
['1011- CBU-STC-001']

User Query: What is the cost center of parts for work order CHINP-WO0100567?"
192,Workorder Parts,What is the Status of parts for work order CHINP-WO0389244?,"SELECT
    wsp.workorder_spareparts_reservationid AS reservation_id,
    wsp.workorder_spareparts_partname AS part_name,
    CASE 
        WHEN wsp.workorder_spareparts_deletionstatus = true THEN 'Deleted Status'
        WHEN wsp.workorder_spareparts_rejectionstatus = false THEN 'Rejected Status'
        WHEN wsp.workorder_spareparts_completedstatus = true THEN 'Part Issued from Store'
        WHEN wsp.workorder_spareparts_activestatus = true THEN 'Latest Active Reservation'
        WHEN wsp.workorder_spareparts_reservationstatus = 'S' THEN 'Reservation Created'
        ELSE 'No Reservation'
    END AS part_status
FROM 
    ai.workorder_spareparts wsp
JOIN 
    ai.workordermasterdetails womd 
    ON wsp.workorder_spareparts_workorder_id = womd.workorder_id
WHERE 
    womd.workorder_id = 'CHINP-WO0389244' and workorder_facility_code in ('1011- CBU-STC-001');","workordermasterdetails, workorder_spareparts","1st Part: 25 NB CS Nipple – Reservation ID: 0115977766 - Part Issued from Store
2nd Part: blade,12 edge, ATAP-PD-TBR-CS-M-003, 98mm – Reservation ID: 0115975714 - Part Issued from Store
","#User Facility#
['1011- CBU-STC-001']

User Query: What is the Status of parts for work order CHINP-WO0389244?"
193,Workorder Parts,What is the planned quantity for Work Order CHINP-WO0389244?,"SELECT workorder_spareparts_partname, workorder_spareparts_plannedquantity FROM ai.workorder_spareparts 
JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workorder_id 
where COALESCE(workorder_spareparts_reservationid, '') NOT IN ('', '0') and workorder_id = 'CHINP-WO0389244' 
and workorder_facility_code in ('1011- CBU-STC-001');","workordermasterdetails, workorder_spareparts","1st part - 25 NB CS Nipple - 1.0
2nd part - blade,12 edge,ATAP-PD-TBR-CS-M-003,98mm - 1.0","#User Facility#
['1011- CBU-STC-001']

User Query: What is the planned quantity for Work Order CHINP-WO0389244?"
194,Workorder Parts,What is the part reservation date and time for Work Order 'CHINP-WO0100567'?,"SELECT 
  workorder_spareparts_reservationid,
  DATE_TRUNC('minute', workorder_spareparts_createdtime) AS reservation_time
FROM ai.workorder_spareparts
JOIN ai.workordermasterdetails 
  ON workorder_spareparts_workorder_id = workorder_id
WHERE 
  COALESCE(workorder_spareparts_reservationid, '') NOT IN ('', '0')
  AND workorder_id = 'CHINP-WO0100567'
  AND workorder_facility_code IN ('1011- CBU-STC-001')
GROUP BY 
  workorder_spareparts_reservationid,
  DATE_TRUNC('minute', workorder_spareparts_createdtime)
ORDER BY 
  reservation_time;","workordermasterdetails, workorder_spareparts","5 reservations were created for the given Work Order. The Reservation IDs and their corresponding times are as follows:

1st Reservation: 0086824551 – 06-Jan-2023 08:23

2nd Reservation: 0087650570 – 30-Jan-2023 11:51

3rd Reservation: 0087725153 – 02-Feb-2023 08:12

4th Reservation: 0088337146 – 13-Feb-2023 08:47

5th Reservation: 0088405340 – 16-Feb-2023 11:32","#User Facility#
['1011- CBU-STC-001']

User Query: What is the part reservation date and time for Work Order 'CHINP-WO0100567'?"
195,Work Order,What are the OFF/Start time and ON/End time for work order 'CHINP-WO0162436'?,"SELECT workorder_work_starttime,workorder_work_endtime FROM ai.workordermasterdetails where workorder_id = 'CHINP-WO0162436' AND 
workorder_facility_code in ('1011- CBU-STC-001','1011-UTIL-WTP-FRO','1011-UTIL-STM-OTH');",workordermasterdetails,"For work order 'CHINP-WO0162436', the OFF/Start time is '12-Sep-2023 19:00' and ON/End time is 12-Sep-2023 23:00'","#User Facility#
['1011- CBU-STC-001', '1011-UTIL-WTP-FRO', '1011-UTIL-STM-OTH']

User Query: What are the OFF/Start time and ON/End time for work order 'CHINP-WO0162436'?"
196,Workorder Parts,What is the total cost of a '25 NB CS Nipple' Part in a workorder CHINP-WO0389244?,"SELECT workorder_spareparts_partname, (workorder_spareparts_quantity::numeric * workorder_spareparts_unitprice::numeric )as Total_Price FROM ai.workorder_spareparts 
JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workorder_id 
where COALESCE(workorder_spareparts_reservationid, '') NOT IN ('', '0') 
and workorder_id = 'CHINP-WO0389244' 
and workorder_spareparts_partname ='25 NB CS Nipple'
and workorder_facility_code in ('1011- CBU-STC-001');","workordermasterdetails, workorder_spareparts",Total Price of '25 NB CS Nipple' is 38.46 in CHINP-WO0389244 WorkOrder,"#User Facility#
['1011- CBU-STC-001']

User Query: What is the total cost of a '25 NB CS Nipple' Part in a workorder CHINP-WO0389244?"
197,Workorder Parts,List the Work Orders where the '25 NB CS Nipple' part was consumed.,"SELECT distinct(workorder_id)
FROM ai.workorder_spareparts 
JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workorder_id 
where workorder_spareparts_partname ='25 NB CS Nipple'
and workorder_facility_code in ('1011- CBU-STC-001','1011-UTIL-WTP-FRO','1011-UTIL-STM-OTH');","workordermasterdetails, workorder_spareparts","List of Work Orders consumed '25 NB CS Nipple' parts are,
CHINP-WO0123413
CHINP-WO0243146
CHINP-WO0389244","#User Facility#
['1011- CBU-STC-001', '1011-UTIL-WTP-FRO', '1011-UTIL-STM-OTH']

User Query: List the Work Orders where the '25 NB CS Nipple' part was consumed."
198,Work Order,What is the status of 'CHINP-WO0395658' WorkOrder?,"SELECT workorder_status FROM ai.workordermasterdetails WHERE workorder_id = 'CHINP-WO0395658' AND workorder_facility_code in ('1011- CBU-STC-001','1011-UTIL-WTP-FRO','1011-UTIL-STM-OTH');",workordermasterdetails,CHINP-WO0395658 work order is in 'Initiated' Status,"#User Facility#
['1011- CBU-STC-001', '1011-UTIL-WTP-FRO', '1011-UTIL-STM-OTH']

User Query: What is the status of 'CHINP-WO0395658' WorkOrder?"
199,Workorder Parts,List the Work Orders that are in deleted status along with their replacement reasons.,"select
        workorder_spareparts_workorder_id as workorder_id,
    wsp.workorder_spareparts_reservationid AS reservation_id,
    wsp.workorder_spareparts_partname AS part_name,
    wsp.workorder_spareparts_ReplacementReason,
    CASE 
        WHEN wsp.workorder_spareparts_deletionstatus = true THEN 'Deleted Status'
        WHEN wsp.workorder_spareparts_rejectionstatus = false THEN 'Rejected Status'
        WHEN wsp.workorder_spareparts_completedstatus = true THEN 'Part Issued from Store'
        WHEN wsp.workorder_spareparts_activestatus = true THEN 'Latest Active Reservation'
        WHEN wsp.workorder_spareparts_reservationstatus = 'S' THEN 'Reservation Created'
        ELSE 'No Reservation'
    END AS part_status
FROM 
    ai.workorder_spareparts wsp
JOIN 
    ai.workordermasterdetails womd 
    ON wsp.workorder_spareparts_workorder_id = womd.workorder_id
WHERE 
    workorder_facility_code in ('1011- CBU-STC-001') and workorder_spareparts_ReplacementReason != '' and wsp.workorder_spareparts_deletionstatus = true;","workordermasterdetails, workorder_spareparts","List of Work Orders in Deleted Status with Replacement Reasons:

Work Order: CHINP-WO0396348
Reservation ID: 0117166431
Part Name: SWITCH, KEY OPE, 3SU1050-4BF01-0AA0, SIEMEN
Replacement Reason: Consumable
Status: Deleted

Work Order: CHINP-WO0396349
Reservation ID: 0117166432
Part Name: SWITCH, KEY OPE, 3SU1050-4BF01-0AA0, SIEMEN-1
Replacement Reason: Consumable2
Status: Deleted","#User Facility#
['1011- CBU-STC-001']

User Query: List the Work Orders that are in deleted status along with their replacement reasons."
200,Work Order,Which work orders are linked to equipment with a 'High' criticality rating and have a completed RCA?,"SELECT w.workorder_id, w.workorder_equipment_name, w.workorder_equipment_code 
FROM ai.workordermasterdetails w
WHERE w.workorder_equipment_criticality = 'High'
AND w.workorder_is_rca_completed = 't'
AND w.workorder_facility_code in ('1001-DIVB-TBM-TRK');",workordermasterdetails,"The following work orders are linked to equipment with a 'High' criticality rating and have a completed RCA:

Work Order ID: PER-WO033566
Equipment Name: 8135-TRUCK TBM - PARENT
Equipment Code: 10000715

Work Order ID: PER-WO032955
Equipment Name: 8106-TRUCK TBM - PARENT
Equipment Code: 10000684

Work Order ID: PER-WO050448
Equipment Name: 8123-TRUCK TBM - PARENT
Equipment Code: 10000699

Work Order ID: PER-WO045899
Equipment Name: 8139-TRUCK TBM - PARENT
Equipment Code: 10000703","#User Facility#
['1001-DIVB-TBM-TRK']

User Query: Which work orders are linked to equipment with a 'High' criticality rating and have a completed RCA?"
